respondent_id,_true_persona_segment,_is_noisy_responder,_is_outlier,A1_age_group,A2_residency_status,A3_emirate,A4_occupation_status,A5_gender,B1_stress_frequency,B2_stress_severity_1to10,B4_coping_ability,C1_stigma_comfort_1to5,C2_stigma_judged,D1_interest_in_tool,D3_recommend_likelihood_1to5,E1_ai_comfort_1to5,E4_ai_rec_likelihood_1to5,E5_trust_preference,F1_would_use,F2_would_pay,F4_language_preference,B3_Academics / studies,B3_Career or work,B3_Cultural or religious expectations,B3_Family expectations,B3_Friendships or romantic relationships,B3_Future or financial uncertainty,B3_Other,B3_Social media or self-image,B5_Family,B5_Friends,B5_No one,B5_Online community,B5_Other,B5_Religious or community figure,B5_Teacher or mentor,B5_Therapist or counselor,C3_Cost,C3_Dont know where to go,C3_Family disapproval,C3_Fear of being judged,C3_Feel its not serious enough,C3_Lack of privacy,C3_Lack of time,C3_Nothing stops me,D2_24/7 chat-based support,D2_Academic or work-life coaching,D2_Access to licensed therapists,D2_Crisis support,D2_Mood tracking over time,D2_Peer community my age,D2_Personalized advice,D2_Quick stress relief techniques,E2_Accuracy or safety of advice,E2_Cant replace real therapy,E2_Conflicts with religious or cultural values,E2_Lack of real empathy,E2_No real concerns,E2_Privacy or data security,E3_Built with mental health professionals,E3_Endorsed by religious or community leaders,E3_Free or low-cost access,E3_Nothing would increase trust,E3_Option to escalate to human,E3_Positive reviews from peers,E3_Strong privacy guarantees,F3_In-person workshops,F3_Mobile app,F3_Social media-based content,F3_Website,F3_WhatsApp or chat-based
969,Curious_Pragmatist,0,0,25-27,International student (short-term),Dubai,Both studying and working,Female,Sometimes,7,Somewhat,3,Somewhat,Definitely,3,4,4,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
970,Low_Need_Indifferent,0,0,21-24,International student (short-term),Fujairah,Working professional,Male,Rarely,4,"Yes, definitely",4,Not really,Probably not,2,2,2,AI + human (hybrid),No,No,English,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0
971,Distressed_Skeptic,0,0,12-14,Expatriate resident,Sharjah,In school (middle/high school),Female,Sometimes,10,Somewhat,2,Somewhat,Definitely not,3,2,2,Human professional only,Maybe,No,English,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0
972,Tech_Savvy_Trusting,0,0,12-14,Expatriate resident,Dubai,In school (middle/high school),Male,Sometimes,6,Somewhat,4,Somewhat,Probably,4,4,5,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,0,1
973,Resilient_Optimizer,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Sometimes,6,Somewhat,4,Not at all,Probably,5,4,4,AI + human (hybrid),Maybe,No,Arabic,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0
974,Curious_Pragmatist,0,1,21-24,Expatriate resident,Ras Al Khaimah,In college or university,Male,Sometimes,10,Somewhat,1,"Yes, a lot",Definitely,1,5,5,AI + human (hybrid),No,No,English,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
975,Curious_Pragmatist,0,0,18-20,UAE National (Emirati),Dubai,Both studying and working,Female,Almost always,7,Somewhat,2,Somewhat,Probably,3,3,3,Human professional only,Maybe,"Yes, willing to pay",English,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
976,Tech_Savvy_Trusting,0,0,15-17,UAE National (Emirati),Dubai,Currently not studying or working,Female,Almost always,6,Somewhat,3,Somewhat,Not sure,4,5,4,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1
977,Curious_Pragmatist,0,0,15-17,UAE National (Emirati),Abu Dhabi,Both studying and working,Male,Almost always,5,"Yes, definitely",4,Somewhat,Not sure,4,3,3,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0
978,Tech_Savvy_Trusting,0,0,12-14,UAE National (Emirati),Abu Dhabi,In school (middle/high school),Male,Sometimes,8,Somewhat,3,Somewhat,Probably,5,5,5,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1
979,Curious_Pragmatist,0,0,15-17,Expatriate resident,Sharjah,In school (middle/high school),Male,Sometimes,6,"No, not really",4,Somewhat,Definitely,3,3,5,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1
980,Low_Need_Indifferent,0,0,25-27,UAE National (Emirati),Dubai,Working professional,Male,Rarely,3,"Yes, definitely",4,Somewhat,Definitely not,3,2,2,Human professional only,No,No,Both English and Arabic,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0
981,Curious_Pragmatist,0,0,12-14,UAE National (Emirati),Abu Dhabi,In school (middle/high school),Female,Sometimes,6,Somewhat,3,Somewhat,Probably,5,5,3,Human professional only,"Yes, definitely","Yes, willing to pay",Other,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1
982,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Dubai,In college or university,Female,Never,3,"No, not really",4,Not at all,Probably not,1,3,2,AI + human (hybrid),No,Only if free version available,English,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,1
983,Resilient_Optimizer,0,0,18-20,International student (short-term),Abu Dhabi,Both studying and working,Female,Sometimes,4,"No, not really",5,"Yes, a lot",Probably,4,4,3,AI on its own,"Yes, definitely",Only if free version available,English,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
984,Distressed_Skeptic,1,0,25-27,Expatriate resident,Sharjah,Working professional,Female,Almost always,9,Somewhat,1,Not really,Definitely not,2,3,2,Human professional only,No,Only if free version available,English,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
985,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Abu Dhabi,In college or university,Male,Sometimes,8,"Yes, definitely",2,Not really,Definitely,4,4,4,AI on its own,"Yes, definitely","Yes, willing to pay",Both English and Arabic,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0
986,Curious_Pragmatist,0,1,21-24,Expatriate resident,Ras Al Khaimah,In college or university,Female,Sometimes,4,Somewhat,3,Not really,Not sure,4,4,4,Human professional only,Maybe,Not sure,Both English and Arabic,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
987,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ras Al Khaimah,In college or university,Female,Sometimes,6,"No, not really",4,Somewhat,Probably,2,4,5,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0
988,Curious_Pragmatist,0,0,25-27,Other,Dubai,Working professional,Male,Rarely,7,Somewhat,3,"Yes, a lot",Probably,4,3,3,Human professional only,Maybe,"Yes, willing to pay",English,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
989,Distressed_Skeptic,0,0,21-24,International student (short-term),Ajman,In college or university,Male,Almost always,8,"No, not really",2,Somewhat,Probably,2,2,2,No preference,No,No,English,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
990,Distressed_Skeptic,1,0,21-24,Expatriate resident,Dubai,Both studying and working,Female,Almost always,9,"No, not really",3,Somewhat,Not sure,1,1,2,AI + human (hybrid),Maybe,No,Both English and Arabic,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
991,Low_Need_Indifferent,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Prefer not to say,Rarely,1,Somewhat,4,Somewhat,Probably not,2,2,2,Human professional only,No,Only if free version available,Other,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
992,Distressed_Skeptic,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Male,Often,9,"No, not really",1,"Yes, a lot",Definitely not,1,1,2,Human professional only,No,No,English,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
993,Low_Need_Indifferent,0,0,21-24,International student (short-term),Sharjah,Both studying and working,Male,Rarely,3,"Yes, definitely",3,Somewhat,Probably not,2,2,3,AI + human (hybrid),Maybe,No,Both English and Arabic,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
994,Resilient_Optimizer,0,0,21-24,Expatriate resident,Ajman,Working professional,Prefer not to say,Often,5,"Yes, definitely",5,Not really,Probably,4,2,4,AI + human (hybrid),Maybe,Only if free version available,Other,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
995,Resilient_Optimizer,0,0,15-17,Expatriate resident,Dubai,In school (middle/high school),Female,Often,5,Somewhat,4,Not at all,Definitely,4,4,4,No preference,No,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
996,Tech_Savvy_Trusting,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Often,6,Somewhat,2,"Yes, a lot",Definitely,4,4,5,AI on its own,"Yes, definitely","Yes, willing to pay",English,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
997,Tech_Savvy_Trusting,0,0,12-14,Expatriate resident,Ras Al Khaimah,In school (middle/high school),Prefer not to say,Often,8,"No, not really",2,Not really,Definitely,4,4,4,No preference,"Yes, definitely","Yes, willing to pay",English,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
998,Distressed_Skeptic,1,0,12-14,UAE National (Emirati),Dubai,In school (middle/high school),Prefer not to say,Almost always,7,"Yes, definitely",1,"Yes, a lot",Not sure,3,3,2,AI + human (hybrid),Maybe,"Yes, willing to pay",Arabic,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0
999,Resilient_Optimizer,0,0,21-24,Expatriate resident,Umm Al Quwain,Working professional,Prefer not to say,Often,4,"Yes, definitely",4,Not really,Probably,4,3,4,No preference,Maybe,Not sure,English,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1000,Distressed_Skeptic,0,0,21-24,UAE National (Emirati),Abu Dhabi,Working professional,Female,Often,7,"No, not really",2,Not at all,Definitely not,1,3,2,Human professional only,Maybe,Only if free version available,Both English and Arabic,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0
1001,Tech_Savvy_Trusting,0,0,25-27,International student (short-term),Dubai,Working professional,Female,Often,8,Somewhat,3,Not at all,Definitely,5,4,4,Human professional only,"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1
1002,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Ajman,Currently not studying or working,Male,Sometimes,6,Somewhat,3,Somewhat,Probably,4,4,5,AI + human (hybrid),"Yes, definitely","Yes, willing to pay",Both English and Arabic,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
1003,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Sharjah,In college or university,Male,Never,1,Somewhat,5,Not at all,Definitely,2,3,2,No preference,No,No,English,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1
1004,Curious_Pragmatist,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Often,6,"Yes, definitely",2,"Yes, a lot",Definitely,3,3,3,No preference,"Yes, definitely",Only if free version available,Both English and Arabic,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1
1005,Distressed_Skeptic,0,0,21-24,Other,Dubai,Both studying and working,Female,Almost always,8,"No, not really",2,Somewhat,Definitely,1,2,2,Human professional only,No,Only if free version available,Arabic,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0
1006,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,Working professional,Female,Almost always,6,Somewhat,4,"Yes, a lot",Probably,4,4,5,AI + human (hybrid),"Yes, definitely",Not sure,English,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0
1007,Curious_Pragmatist,0,0,15-17,Expatriate resident,Abu Dhabi,In school (middle/high school),Female,Often,6,"No, not really",4,Somewhat,Probably,3,2,4,AI + human (hybrid),"Yes, definitely",Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1008,Distressed_Skeptic,0,0,21-24,Expatriate resident,Sharjah,Both studying and working,Female,Sometimes,7,"No, not really",1,"Yes, a lot",Definitely not,3,1,3,AI + human (hybrid),No,Not sure,Both English and Arabic,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1009,Distressed_Skeptic,0,0,25-27,UAE National (Emirati),Abu Dhabi,Working professional,Prefer not to say,Sometimes,7,"No, not really",2,Somewhat,Probably not,2,2,2,AI + human (hybrid),No,No,Both English and Arabic,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0
1010,Tech_Savvy_Trusting,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Sometimes,6,Somewhat,2,Not at all,Definitely,4,5,5,AI + human (hybrid),"Yes, definitely",No,Both English and Arabic,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0
1011,Resilient_Optimizer,0,0,21-24,UAE National (Emirati),Dubai,Working professional,Female,Sometimes,5,Somewhat,5,Somewhat,Not sure,4,4,3,Human professional only,No,"Yes, willing to pay",Both English and Arabic,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1012,Distressed_Skeptic,0,0,21-24,Expatriate resident,Abu Dhabi,Currently not studying or working,Prefer not to say,Often,9,"No, not really",2,Somewhat,Not sure,3,1,2,Human professional only,No,Only if free version available,English,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1
1013,Distressed_Skeptic,0,0,21-24,Expatriate resident,Abu Dhabi,In college or university,Male,Sometimes,8,"No, not really",1,Not really,Probably,2,3,2,Human professional only,Maybe,Only if free version available,Both English and Arabic,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0
1014,Curious_Pragmatist,0,0,12-14,UAE National (Emirati),Dubai,In school (middle/high school),Female,Often,6,"Yes, definitely",3,Not really,Not sure,4,3,3,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
1015,Distressed_Skeptic,0,0,18-20,Expatriate resident,Fujairah,In school (middle/high school),Male,Almost always,9,Not sure,2,Not really,Probably not,2,2,2,AI + human (hybrid),No,Not sure,Both English and Arabic,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1
1016,Distressed_Skeptic,0,0,21-24,UAE National (Emirati),Abu Dhabi,Working professional,Male,Almost always,8,"No, not really",1,"Yes, a lot",Not sure,2,2,1,AI + human (hybrid),No,No,Both English and Arabic,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1
1017,Low_Need_Indifferent,0,0,21-24,Expatriate resident,Dubai,Both studying and working,Prefer not to say,Never,4,"Yes, definitely",2,"Yes, a lot",Probably not,2,2,2,No preference,No,No,English,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1018,Curious_Pragmatist,0,0,25-27,UAE National (Emirati),Abu Dhabi,Both studying and working,Female,Sometimes,7,Somewhat,3,"Yes, a lot",Probably,4,3,3,AI + human (hybrid),"Yes, definitely",Not sure,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0
1019,Curious_Pragmatist,0,0,25-27,International student (short-term),Dubai,Working professional,Female,Rarely,6,"Yes, definitely",2,Not really,Definitely,4,4,4,AI + human (hybrid),"Yes, definitely",Only if free version available,English,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0
1020,Distressed_Skeptic,0,0,21-24,International student (short-term),Dubai,Working professional,Male,Often,9,Somewhat,1,"Yes, a lot",Definitely,2,1,1,Human professional only,No,No,Both English and Arabic,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
1021,Low_Need_Indifferent,0,0,25-27,Expatriate resident,Abu Dhabi,Working professional,Female,Rarely,3,Somewhat,4,Somewhat,Not sure,2,2,3,AI + human (hybrid),No,No,English,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1022,Curious_Pragmatist,0,0,18-20,Expatriate resident,Sharjah,In college or university,Male,Sometimes,6,"Yes, definitely",5,Not at all,Definitely,4,3,4,AI + human (hybrid),Maybe,Only if free version available,Both English and Arabic,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0
1023,Curious_Pragmatist,0,0,18-20,Expatriate resident,Ajman,Currently not studying or working,Female,Rarely,6,Somewhat,4,Not really,Probably,5,4,3,AI on its own,Maybe,"Yes, willing to pay",English,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1
1024,Curious_Pragmatist,0,0,18-20,Expatriate resident,Dubai,Currently not studying or working,Male,Often,7,"No, not really",3,Somewhat,Not sure,4,3,2,No preference,No,Only if free version available,English,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
1025,Tech_Savvy_Trusting,0,0,15-17,International student (short-term),Ras Al Khaimah,In school (middle/high school),Female,Often,8,"Yes, definitely",3,Not at all,Probably not,5,5,5,AI on its own,"Yes, definitely","Yes, willing to pay",English,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1026,Distressed_Skeptic,0,0,18-20,Expatriate resident,Fujairah,In college or university,Male,Often,8,Somewhat,1,"Yes, a lot",Probably,1,2,2,Human professional only,No,No,English,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1
1027,Low_Need_Indifferent,0,0,18-20,Expatriate resident,Dubai,In college or university,Male,Rarely,3,"Yes, definitely",4,Somewhat,Probably,2,2,2,AI + human (hybrid),No,Only if free version available,English,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
1028,Curious_Pragmatist,0,0,21-24,Expatriate resident,Sharjah,Working professional,Male,Rarely,9,Somewhat,5,Not really,Definitely,4,4,3,AI on its own,Maybe,Not sure,English,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
1029,Tech_Savvy_Trusting,0,0,15-17,Expatriate resident,Ras Al Khaimah,In school (middle/high school),Male,Almost always,6,"Yes, definitely",2,Somewhat,Definitely,5,5,4,AI on its own,"Yes, definitely",Only if free version available,Arabic,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0
1030,Curious_Pragmatist,0,0,21-24,UAE National (Emirati),Ajman,In college or university,Female,Often,6,"Yes, definitely",2,Somewhat,Not sure,4,4,2,AI + human (hybrid),Maybe,"Yes, willing to pay",Both English and Arabic,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0
1031,Curious_Pragmatist,0,0,21-24,Expatriate resident,Dubai,Both studying and working,Male,Often,4,Somewhat,4,Somewhat,Not sure,4,3,5,AI + human (hybrid),Maybe,Not sure,English,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0
1032,Tech_Savvy_Trusting,0,0,21-24,Expatriate resident,Ras Al Khaimah,Currently not studying or working,Male,Sometimes,7,Somewhat,3,Somewhat,Probably not,5,5,4,No preference,No,Only if free version available,English,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1
